"Model Name","Model Family","Company / Provider","Official Website","Official Logo URL","Category / Task","Context Window","Open Weights Status","LLM Description","Quality Score","Last Verified Date"
"Magnum v4 72B","Magnum","anthracite-org","https://www.anthraciteorg.com","https://icon.horse/icon/anthraciteorg.com","Multimodal / Text Generation",32768,"Closed Source / API Only","The Magnum v4 72B by anthracite-org is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"Qwen: Qwen2.5 7B Instruct","Qwen:","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",32768,"Closed Source / API Only","The Qwen: Qwen2.5 7B Instruct by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"Meta: Llama 3.2 1B Instruct","Meta:","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","Multimodal / Text Generation",60000,"Closed Source / API Only","The Meta: Llama 3.2 1B Instruct by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"Meta: Llama 3.2 3B Instruct","Meta:","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Meta: Llama 3.2 3B Instruct by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"Qwen2.5 72B Instruct","Qwen2.5","qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","Multimodal / Text Generation",32768,"Closed Source / API Only","The Qwen2.5 72B Instruct by qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",77,"2026-09-16"
"Cohere: Command R (08-2024)","Cohere:","cohere","https://www.cohere.com","https://icon.horse/icon/cohere.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The Cohere: Command R (08-2024) by cohere is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"Cohere: Command R+ (08-2024)","Cohere:","cohere","https://www.cohere.com","https://icon.horse/icon/cohere.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The Cohere: Command R+ (08-2024) by cohere is an advanced AI model. It features robust architecture and broad utility for developer applications.",80,"2026-09-16"
"Sao10K: Llama 3.1 Euryale 70B v2.2","Sao10K:","sao10k","https://www.saok.com","N/A","Multimodal / Text Generation",131072,"Closed Source / API Only","The Sao10K: Llama 3.1 Euryale 70B v2.2 by sao10k is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"Nous: Hermes 3 70B Instruct","Nous:","nousresearch","https://www.nousresearch.com","https://icon.horse/icon/nousresearch.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Nous: Hermes 3 70B Instruct by nousresearch is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"Sao10K: Llama 3 8B Lunaris","Sao10K:","sao10k","https://www.saok.com","N/A","Multimodal / Text Generation",8192,"Closed Source / API Only","The Sao10K: Llama 3 8B Lunaris by sao10k is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"OpenAI: GPT-4o (2024-08-06)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The OpenAI: GPT-4o (2024-08-06) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"Meta: Llama 3.1 70B Instruct","Meta:","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Meta: Llama 3.1 70B Instruct by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"Meta: Llama 3.1 8B Instruct","Meta:","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","Multimodal / Text Generation",131072,"Closed Source / API Only","The Meta: Llama 3.1 8B Instruct by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"Mistral: Mistral Nemo","Mistral:","mistralai","https://www.mistral.ai","https://icon.horse/icon/mistral.ai","Multimodal / Text Generation",131072,"Closed Source / API Only","The Mistral: Mistral Nemo by mistralai is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"OpenAI: GPT-4o-mini","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The OpenAI: GPT-4o-mini by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"OpenAI: GPT-4o-mini (2024-07-18)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The OpenAI: GPT-4o-mini (2024-07-18) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"OpenAI: GPT-4o-mini (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The OpenAI: GPT-4o-mini (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",62,"2026-09-16"
"OpenAI: GPT-4o","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The OpenAI: GPT-4o by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"OpenAI: GPT-4o (2024-05-13)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The OpenAI: GPT-4o (2024-05-13) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",69,"2026-09-16"
"Mistral: Mixtral 8x22B Instruct","Mistral:","mistralai","https://www.mistral.ai","https://icon.horse/icon/mistral.ai","Multimodal / Text Generation",65536,"Closed Source / API Only","The Mistral: Mixtral 8x22B Instruct by mistralai is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"OpenAI: GPT-4 Turbo (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",128000,"Closed Source / API Only","The OpenAI: GPT-4 Turbo (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"Anthropic: Claude 3 Haiku","Anthropic:","anthropic","https://www.anthropic.com","https://icon.horse/icon/anthropic.com","Multimodal / Text Generation",200000,"Closed Source / API Only","The Anthropic: Claude 3 Haiku by anthropic is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"Mistral Large","Mistral","mistralai","https://www.mistral.ai","https://icon.horse/icon/mistral.ai","Multimodal / Text Generation",128000,"Closed Source / API Only","The Mistral Large by mistralai is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"OpenAI: GPT-3.5 Turbo (older v0613)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",4095,"Closed Source / API Only","The OpenAI: GPT-3.5 Turbo (older v0613) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"Auto Router","Auto","openrouter","https://www.openrouter.com","https://icon.horse/icon/openrouter.com","Multimodal / Text Generation",2000000,"Closed Source / API Only","The Auto Router by openrouter is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"OpenAI: GPT-3.5 Turbo Instruct","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",4095,"Closed Source / API Only","The OpenAI: GPT-3.5 Turbo Instruct by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"OpenAI: GPT-3.5 Turbo 16k","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",16385,"Closed Source / API Only","The OpenAI: GPT-3.5 Turbo 16k by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"ReMM SLERP 13B","ReMM","undi95","https://www.undi.com","N/A","Multimodal / Text Generation",6144,"Closed Source / API Only","The ReMM SLERP 13B by undi95 is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"MythoMax 13B","MythoMax","gryphe","https://www.gryphe.com","N/A","Multimodal / Text Generation",8192,"Closed Source / API Only","The MythoMax 13B by gryphe is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"OpenAI: GPT-3.5 Turbo","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",16385,"Closed Source / API Only","The OpenAI: GPT-3.5 Turbo by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",89,"2026-09-16"
"OpenAI: GPT-3.5 Turbo (batch)","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",16385,"Closed Source / API Only","The OpenAI: GPT-3.5 Turbo (batch) by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",74,"2026-09-16"
"OpenAI: GPT-4","OpenAI:","openai","https://www.openai.com","https://icon.horse/icon/openai.com","Multimodal / Text Generation",8191,"Closed Source / API Only","The OpenAI: GPT-4 by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",74,"2026-09-16"
"all-MiniLM-L6-v2","all-MiniLM-L6-v2","sentence-transformers","https://www.sentencetransformers.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The all-MiniLM-L6-v2 by sentence-transformers is an advanced AI model. It features robust architecture and broad utility for developer applications.",81,"2026-09-16"
"ms-marco-MiniLM-L6-v2","ms-marco-MiniLM-L6-v2","cross-encoder","https://www.crossencoder.com","N/A","text-ranking","N/A","Open-Source (Permissive)","The ms-marco-MiniLM-L6-v2 by cross-encoder is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"bge-small-en-v1.5","bge-small-en-v1.5","BAAI","https://www.baai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The bge-small-en-v1.5 by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"electra-base-discriminator","electra-base-discriminator","google","https://www.google.com","https://icon.horse/icon/google.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The electra-base-discriminator by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"bert-base-uncased","bert-base-uncased","google-bert","https://www.googlebert.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The bert-base-uncased by google-bert is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"paraphrase-multilingual-MiniLM-L12-v2","paraphrase-multilingual-MiniLM-L12-v2","sentence-transformers","https://www.sentencetransformers.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The paraphrase-multilingual-MiniLM-L12-v2 by sentence-transformers is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"bge-m3","bge-m3","BAAI","https://www.baai.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The bge-m3 by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",87,"2026-09-16"
"t5-small","t5-small","google-t5","https://www.googlet.com","N/A","translation","N/A","Open-Source (Permissive)","The t5-small by google-t5 is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"all-mpnet-base-v2","all-mpnet-base-v2","sentence-transformers","https://www.sentencetransformers.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The all-mpnet-base-v2 by sentence-transformers is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"chronos-2","chronos-2","amazon","https://www.amazon.com","https://icon.horse/icon/amazon.com","time-series-forecasting","N/A","Open-Source (Permissive)","The chronos-2 by amazon is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"xlm-roberta-base","xlm-roberta-base","FacebookAI","https://www.facebookai.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The xlm-roberta-base by FacebookAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",65,"2026-09-16"
"Qwen3-0.6B","Qwen3-0.6B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen3-0.6B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"clip-vit-base-patch32","clip-vit-base-patch32","openai","https://www.openai.com","https://icon.horse/icon/openai.com","zero-shot-image-classification","N/A","Open-Source (Permissive)","The clip-vit-base-patch32 by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"MiniMax-H3","MiniMax-H3","Comfy-Org","https://www.comfyorg.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The MiniMax-H3 by Comfy-Org is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"Qwen3-VL-8B-Instruct","Qwen3-VL-8B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3-VL-8B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"bge-reranker-v2-m3","bge-reranker-v2-m3","BAAI","https://www.baai.com","N/A","text-classification","N/A","Open-Source (Permissive)","The bge-reranker-v2-m3 by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"mobilenetv3_small_100.lamb_in1k","mobilenetv3_small_100.lamb_in1k","timm","https://www.timm.com","N/A","image-classification","N/A","Open-Source (Permissive)","The mobilenetv3_small_100.lamb_in1k by timm is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"wav2vec2-large-xlsr-53-japanese","wav2vec2-large-xlsr-53-japanese","jonatasgrosman","https://www.jonatasgrosman.com","https://icon.horse/icon/jonatasgrosman.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-53-japanese by jonatasgrosman is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"gpt2","gpt2","openai-community","https://www.openaicommunity.com","N/A","text-generation","N/A","Open-Source (Permissive)","The gpt2 by openai-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"tiny-Qwen2ForCausalLM-2.5","tiny-Qwen2ForCausalLM-2.5","trl-internal-testing","https://www.trlinternaltesting.com","N/A","text-generation","N/A","Open-Source (Permissive)","The tiny-Qwen2ForCausalLM-2.5 by trl-internal-testing is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"stable-diffusion-v1-5-archive","stable-diffusion-v1-5-archive","Comfy-Org","https://www.comfyorg.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The stable-diffusion-v1-5-archive by Comfy-Org is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"nomic-embed-text-v1.5","nomic-embed-text-v1.5","nomic-ai","https://www.nomicai.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The nomic-embed-text-v1.5 by nomic-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"Qwen3-8B","Qwen3-8B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen3-8B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"efficientnet_b3.ra2_in1k","efficientnet_b3.ra2_in1k","timm","https://www.timm.com","N/A","image-classification","N/A","Open-Source (Permissive)","The efficientnet_b3.ra2_in1k by timm is an advanced AI model. It features robust architecture and broad utility for developer applications.",65,"2026-09-16"
"bge-large-en-v1.5","bge-large-en-v1.5","BAAI","https://www.baai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The bge-large-en-v1.5 by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"Kokoro-82M","Kokoro-82M","hexgrad","https://www.hexgrad.com","N/A","text-to-speech","N/A","Open-Source (Permissive)","The Kokoro-82M by hexgrad is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"Qwen3.6-35B-A3B-FP8","Qwen3.6-35B-A3B-FP8","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.6-35B-A3B-FP8 by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",60,"2026-09-16"
"bge-base-en-v1.5","bge-base-en-v1.5","BAAI","https://www.baai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The bge-base-en-v1.5 by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",81,"2026-09-16"
"Qwen2.5-7B-Instruct","Qwen2.5-7B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen2.5-7B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",62,"2026-09-16"
"adetailer","adetailer","Bingsu","https://www.bingsu.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The adetailer by Bingsu is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"gemma-4-26B-A4B-it","gemma-4-26B-A4B-it","google","https://www.google.com","https://icon.horse/icon/google.com","image-text-to-text","N/A","Open-Source (Permissive)","The gemma-4-26B-A4B-it by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"paraphrase-multilingual-mpnet-base-v2","paraphrase-multilingual-mpnet-base-v2","sentence-transformers","https://www.sentencetransformers.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The paraphrase-multilingual-mpnet-base-v2 by sentence-transformers is an advanced AI model. It features robust architecture and broad utility for developer applications.",63,"2026-09-16"
"Qwen3.5-9B","Qwen3.5-9B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.5-9B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"chronos-bolt-small","chronos-bolt-small","amazon","https://www.amazon.com","https://icon.horse/icon/amazon.com","time-series-forecasting","N/A","Open-Source (Permissive)","The chronos-bolt-small by amazon is an advanced AI model. It features robust architecture and broad utility for developer applications.",74,"2026-09-16"
"gemma-4-31B-it","gemma-4-31B-it","google","https://www.google.com","https://icon.horse/icon/google.com","image-text-to-text","N/A","Open-Source (Permissive)","The gemma-4-31B-it by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",60,"2026-09-16"
"chronos-2","chronos-2","autogluon","https://www.autogluon.com","N/A","time-series-forecasting","N/A","Open-Source (Permissive)","The chronos-2 by autogluon is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"Qwen2.5-0.5B-Instruct","Qwen2.5-0.5B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen2.5-0.5B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"Krea-2","Krea-2","Comfy-Org","https://www.comfyorg.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The Krea-2 by Comfy-Org is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"speaker-diarization-3.1","speaker-diarization-3.1","pyannote","https://www.pyannote.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The speaker-diarization-3.1 by pyannote is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"clip-vit-large-patch14","clip-vit-large-patch14","openai","https://www.openai.com","https://icon.horse/icon/openai.com","zero-shot-image-classification","N/A","Open-Source (Permissive)","The clip-vit-large-patch14 by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"contriever","contriever","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The contriever by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"clap-htsat-fused","clap-htsat-fused","laion","https://www.laion.com","N/A","audio-classification","N/A","Open-Source (Permissive)","The clap-htsat-fused by laion is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"opt-125m","opt-125m","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","text-generation","N/A","Open-Source (Permissive)","The opt-125m by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"Qwen3.8-27B-FP8","Qwen3.8-27B-FP8","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.8-27B-FP8 by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"Qwen3.8-27B","Qwen3.8-27B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.8-27B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"OTel-2.0-LLM-31B-IT","OTel-2.0-LLM-31B-IT","farbodtavakkoli","https://www.farbodtavakkoli.com","https://icon.horse/icon/farbodtavakkoli.com","text-generation","N/A","Open-Source (Permissive)","The OTel-2.0-LLM-31B-IT by farbodtavakkoli is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"multilingual-e5-base","multilingual-e5-base","intfloat","https://www.intfloat.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The multilingual-e5-base by intfloat is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"XTTS-v2","XTTS-v2","coqui","https://www.coqui.com","N/A","text-to-speech","N/A","Open-Source (Permissive)","The XTTS-v2 by coqui is an advanced AI model. It features robust architecture and broad utility for developer applications.",81,"2026-09-16"
"Qwen2.5-1.5B-Instruct","Qwen2.5-1.5B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen2.5-1.5B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"Qwen3.5-4B","Qwen3.5-4B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.5-4B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"Qwen2.5-VL-7B-Instruct","Qwen2.5-VL-7B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen2.5-VL-7B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"multilingual-e5-large","multilingual-e5-large","intfloat","https://www.intfloat.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The multilingual-e5-large by intfloat is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"Qwen3-4B","Qwen3-4B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen3-4B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"chronos-2-small","chronos-2-small","autogluon","https://www.autogluon.com","N/A","time-series-forecasting","N/A","Open-Source (Permissive)","The chronos-2-small by autogluon is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"vit-base-patch16-224","vit-base-patch16-224","google","https://www.google.com","https://icon.horse/icon/google.com","image-classification","N/A","Open-Source (Permissive)","The vit-base-patch16-224 by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"whisper-large-v3-turbo","whisper-large-v3-turbo","openai","https://www.openai.com","https://icon.horse/icon/openai.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The whisper-large-v3-turbo by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"Llama-3.2-1B-Instruct","Llama-3.2-1B-Instruct","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","text-generation","N/A","Open-Weight (Restrictive Commercial)","The Llama-3.2-1B-Instruct by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"gpt-oss-20b","gpt-oss-20b","openai","https://www.openai.com","https://icon.horse/icon/openai.com","text-generation","N/A","Open-Source (Permissive)","The gpt-oss-20b by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"wespeaker-voxceleb-resnet34-LM","wespeaker-voxceleb-resnet34-LM","pyannote","https://www.pyannote.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The wespeaker-voxceleb-resnet34-LM by pyannote is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"granite-embedding-small-english-r2","granite-embedding-small-english-r2","ibm-granite","https://www.ibmgranite.com","https://icon.horse/icon/ibmgranite.com","feature-extraction","N/A","Open-Source (Permissive)","The granite-embedding-small-english-r2 by ibm-granite is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"roberta-large","roberta-large","FacebookAI","https://www.facebookai.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The roberta-large by FacebookAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"chronos-bolt-small","chronos-bolt-small","autogluon","https://www.autogluon.com","N/A","time-series-forecasting","N/A","Open-Source (Permissive)","The chronos-bolt-small by autogluon is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"Llama-3.1-8B-Instruct","Llama-3.1-8B-Instruct","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","text-generation","N/A","Open-Weight (Restrictive Commercial)","The Llama-3.1-8B-Instruct by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"wav2vec2-large-xlsr-53-portuguese","wav2vec2-large-xlsr-53-portuguese","jonatasgrosman","https://www.jonatasgrosman.com","https://icon.horse/icon/jonatasgrosman.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-53-portuguese by jonatasgrosman is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"Wan_2.2_ComfyUI_Repackaged","Wan_2.2_ComfyUI_Repackaged","Comfy-Org","https://www.comfyorg.com","N/A","image-to-video","N/A","Open-Source (Permissive)","The Wan_2.2_ComfyUI_Repackaged by Comfy-Org is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"finbert","finbert","ProsusAI","https://www.prosusai.com","https://icon.horse/icon/prosusai.com","text-classification","N/A","Open-Source (Permissive)","The finbert by ProsusAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"Qwen2.5-3B-Instruct","Qwen2.5-3B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen2.5-3B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"gpt-oss-120b","gpt-oss-120b","openai","https://www.openai.com","https://icon.horse/icon/openai.com","text-generation","N/A","Open-Source (Permissive)","The gpt-oss-120b by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"bge-small-zh-v1.5","bge-small-zh-v1.5","BAAI","https://www.baai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The bge-small-zh-v1.5 by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",63,"2026-09-16"
"speaker-diarization-community-1","speaker-diarization-community-1","pyannote","https://www.pyannote.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The speaker-diarization-community-1 by pyannote is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
